COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000120,20170101,P,138,106,94,106,136,229,453,740,1122,1761,2898,3778,3696,3859,3890,3519,3413,2788,1990,1613,1146,779,444,261,01/01/2017
000120,20170101,S,138,151,127,103,131,241,1159,2457,2012,2013,2197,2259,2222,2108,1858,1693,1469,1164,1098,912,568,390,321,186,01/01/2017
000120,20170102,P,145,100,99,113,162,333,613,1034,1588,2345,3281,3729,3892,3744,3893,3992,3635,3586,3218,1831,1215,635,346,195,01/02/2017
000120,20170102,S,115,94,101,126,165,391,1575,3373,3057,2955,3217,2839,2165,1859,1838,1591,1284,912,683,579,518,386,276,188,01/02/2017
000120,20170103,P,136,92,62,74,117,261,591,830,1071,1154,1375,1490,1880,1592,2027,2436,2204,1768,1667,606,284,303,146,107,01/03/2017
000120,20170103,S,153,97,85,94,159,316,681,1739,2008,1678,1508,1316,1242,1219,1260,1250,1113,1143,765,593,431,303,201,130,01/03/2017
000120,20170104,P,53,151,166,98,120,202,405,603,714,802,966,1030,1061,1393,1113,1409,1566,977,1137,470,755,286,163,103,01/04/2017
000120,20170104,S,73,96,106,97,152,265,756,1807,1857,1511,1269,1134,1036,1026,942,897,776,630,578,631,441,341,264,188,01/04/2017
000120,20170105,P,75,77,65,63,71,109,143,112,156,368,455,571,1106,1158,1398,1662,1841,1806,1312,674,429,267,175,98,01/05/2017
000120,20170105,S,110,96,69,90,97,221,793,1941,1713,1004,945,974,890,764,1173,1065,941,813,671,604,492,419,291,216,01/05/2017
000120,20170106,P,85,63,60,71,92,193,345,452,851,903,1279,1716,1777,2082,2503,2537,3220,2719,1436,1073,1001,548,291,181,01/06/2017
000120,20170106,S,143,98,106,111,151,265,949,2485,2811,2442,1950,2148,1761,1773,1916,2136,2702,2562,2391,2259,1847,1070,640,348,01/06/2017
000120,20170107,P,107,78,67,100,97,176,349,577,887,1223,1617,2069,2205,2573,2796,3655,3915,3402,3001,2577,1231,791,398,221,01/07/2017
000120,20170107,S,202,144,98,115,138,685,3073,3072,3096,2904,2766,2824,2379,1797,1779,1666,1459,1199,919,734,584,435,354,201,01/07/2017
000120,20170108,P,128,74,53,69,88,159,268,515,887,1611,2191,3005,3322,3249,3380,3080,2773,2348,2172,901,940,1204,1468,543,01/08/2017
000120,20170108,S,146,94,102,86,80,285,2502,3157,2907,2004,1631,1551,1381,1217,1258,1068,892,747,614,507,359,238,177,139,01/08/2017
000120,20170109,P,245,980,217,141,151,410,994,1471,1243,1310,1417,1485,1459,1598,1679,1669,1584,1270,811,415,339,209,265,102,01/09/2017
000120,20170109,S,105,106,84,112,153,289,663,1355,1685,1409,1189,1058,881,891,862,945,949,769,702,555,446,332,275,169,01/09/2017
000120,20170110,P,39,33,56,88,134,172,394,456,603,710,724,887,1121,1150,537,402,1161,1729,1664,748,399,539,198,131,01/10/2017
000120,20170110,S,138,91,70,74,129,309,916,1875,1895,1339,991,647,329,83,262,722,902,744,577,466,482,314,231,157,01/10/2017
000120,20170111,P,84,59,69,74,101,204,349,684,698,1025,980,1385,1252,1470,1524,1135,950,910,673,614,486,555,131,47,01/11/2017
000120,20170111,S,100,73,69,95,155,280,885,1791,1958,1714,1332,1125,1015,956,981,1012,1003,736,520,345,304,360,300,210,01/11/2017
000120,20170112,P,237,178,128,116,123,249,454,559,909,939,1108,1282,1693,1839,2228,2433,2415,1568,1187,696,463,330,230,146,01/12/2017
000120,20170112,S,155,116,94,108,166,340,1220,2451,2522,2043,1560,1331,1317,1492,1370,1382,1478,1184,1157,1060,900,695,560,336,01/12/2017
000120,20170113,P,94,82,54,86,106,189,415,617,755,855,1147,1332,1571,1979,2495,3035,3023,2787,1464,923,611,438,269,178,01/13/2017
000120,20170113,S,231,204,116,123,168,365,1564,3185,3289,2576,2220,2139,2055,2219,2482,2949,3445,3227,3009,2637,2251,1305,919,531,01/13/2017
000120,20170114,P,137,87,64,74,102,131,266,473,674,1069,1418,1845,2074,2767,3046,3068,3561,3077,1903,1335,814,556,318,223,01/14/2017
000120,20170114,S,300,241,142,110,170,1218,3218,3284,3168,2983,2448,2432,2168,2049,1981,1768,1752,1311,1079,849,632,497,357,223,01/14/2017
000120,20170115,P,115,69,56,90,100,144,247,499,774,1377,2226,2810,3220,3574,3656,3749,3574,3125,2433,1933,1459,765,417,211,01/15/2017
000120,20170115,S,129,95,77,80,97,503,3059,3229,3244,1740,1853,1690,1461,1414,1301,1061,900,777,594,467,353,284,222,125,01/15/2017
000120,20170116,P,119,86,73,95,124,323,648,1094,1370,1514,2573,3339,3479,3513,3558,3108,3315,2353,1470,1348,854,465,204,143,01/16/2017
