COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000106,20080101,P,52,49,51,62,112,211,448,685,1001,1516,2151,1925,1965,1722,1640,1538,1225,1855,2065,1098,679,446,222,124,01/01/2008
000106,20080101,S,60,76,44,49,72,157,778,1239,1034,1282,1597,1684,1346,1294,1325,1094,857,767,562,439,356,264,193,157,01/01/2008
000106,20080102,P,84,69,61,80,109,312,626,833,994,1228,1390,1425,1318,1407,1618,1750,1810,1487,1125,730,490,284,207,117,01/02/2008
000106,20080102,S,87,85,78,135,296,531,963,1647,1572,1646,1391,1683,1072,1041,1176,1100,844,691,628,530,391,353,230,149,01/02/2008
000106,20080103,P,57,72,57,55,82,171,329,531,691,934,1120,1191,1167,1362,1667,1927,2044,1608,990,701,487,332,218,121,01/03/2008
000106,20080103,S,93,102,67,82,189,428,839,1756,1801,1781,1348,1046,967,980,1041,996,915,769,641,519,423,316,313,169,01/03/2008
000106,20080104,P,63,66,64,70,84,146,324,521,769,1071,1314,1323,1345,1568,1846,1604,1620,1805,1761,1600,691,429,278,178,01/04/2008
000106,20080104,S,137,92,73,81,158,358,841,1695,1751,1732,1622,1017,950,1108,1273,1388,1403,1338,1415,1218,840,571,355,195,01/04/2008
000106,20080105,P,92,80,74,101,129,240,447,708,974,1212,1612,1404,1243,1375,1498,1184,1530,1390,1528,1023,369,230,132,86,01/05/2008
000106,20080105,S,122,107,83,90,116,395,1494,1598,1687,1494,1221,1028,1004,873,950,961,799,640,502,394,317,259,229,142,01/05/2008
000106,20080106,P,43,48,41,44,67,138,248,450,607,1171,1504,1523,1538,1619,1535,1086,1244,1259,1178,793,603,330,162,96,01/06/2008
000106,20080106,S,73,48,1,73,58,231,1033,1147,1060,875,864,765,583,1131,807,848,646,485,358,298,344,215,161,113,01/06/2008
000106,20080107,P,52,47,29,32,71,176,401,13,326,750,742,757,751,806,926,999,1091,828,496,287,196,146,105,64,01/07/2008
000106,20080107,S,85,66,65,120,237,396,166,8,5,267,1364,642,579,636,590,565,359,286,361,327,244,199,127,108,01/07/2008
000106,20080108,P,59,29,25,43,62,105,230,287,400,712,807,755,806,957,1321,1539,1431,1116,696,400,319,202,139,77,01/08/2008
000106,20080108,S,73,53,57,65,136,312,648,1239,1074,1695,1144,780,662,651,668,674,556,475,433,352,274,243,186,109,01/08/2008
000106,20080109,P,56,37,42,40,54,107,225,339,461,612,712,734,716,966,1129,1371,1272,824,642,339,240,189,137,64,01/09/2008
000106,20080109,S,73,75,55,63,150,300,706,1234,1508,936,714,577,579,632,639,560,551,463,428,339,278,270,174,152,01/09/2008
000106,20080110,P,51,43,33,46,59,107,224,331,515,682,804,804,1071,1035,1583,1757,1670,1120,773,473,361,223,139,91,01/10/2008
000106,20080110,S,100,82,75,66,135,311,906,1345,1514,1223,905,754,765,730,801,846,831,621,621,576,416,365,279,148,01/10/2008
000106,20080111,P,58,48,37,64,73,143,209,320,457,733,828,944,925,1143,1520,1497,1731,1473,988,582,427,293,176,123,01/11/2008
000106,20080111,S,113,93,65,66,105,308,649,1395,1331,1372,1458,951,814,980,1039,1258,1458,1800,1676,1401,1299,660,413,192,01/11/2008
000106,20080112,P,48,45,38,62,85,94,282,407,621,749,1054,1256,1337,1614,2131,2056,1362,2040,1615,846,598,357,205,102,01/12/2008
000106,20080112,S,127,73,69,50,127,520,1695,2051,1960,1924,2105,1392,1048,975,988,1106,1026,763,638,485,375,266,241,105,01/12/2008
000106,20080113,P,85,62,62,61,75,120,257,477,796,1210,1787,2017,2249,2524,2660,1960,1716,1571,1228,1364,901,388,143,99,01/13/2008
000106,20080113,S,62,48,35,41,71,237,1496,1694,1693,1064,927,848,795,846,887,839,731,637,543,399,302,230,155,104,01/13/2008
000106,20080114,P,64,49,31,44,79,240,527,642,708,767,872,849,829,920,1207,1355,1298,942,531,376,246,171,119,69,01/14/2008
000106,20080114,S,77,60,79,133,303,533,792,1077,1300,1101,834,660,620,618,632,655,613,497,395,331,261,247,161,97,01/14/2008
000106,20080115,P,49,30,26,43,62,116,242,370,530,652,670,684,823,1005,1106,1292,1291,953,579,299,284,159,137,71,01/15/2008
000106,20080115,S,86,55,57,84,156,366,744,1049,1288,1001,776,609,635,615,638,699,562,473,447,304,278,217,174,121,01/15/2008
000106,20080116,P,57,47,59,46,64,104,189,285,412,536,630,594,758,738,841,938,896,698,482,350,255,206,120,99,01/16/2008
000106,20080116,S,68,64,36,53,107,217,426,626,751,572,603,549,506,666,643,656,605,485,425,331,276,325,277,209,01/16/2008
000106,20080117,P,57,44,35,46,41,101,195,222,554,654,664,735,777,884,1096,1251,1182,896,638,452,307,242,145,90,01/17/2008
000106,20080117,S,121,99,59,66,139,275,601,889,1042,1036,872,707,764,805,986,1051,958,810,760,719,618,558,427,390,01/17/2008
000106,20080118,P,71,59,56,54,69,130,213,347,488,662,760,880,990,1154,1435,1573,1607,1237,915,602,459,310,120,142,01/18/2008
000106,20080118,S,256,155,108,86,168,278,717,1290,1375,1310,1104,1045,1127,1272,1500,1828,2243,1919,1917,1537,382,4,299,788,01/18/2008
000106,20080119,P,86,56,50,57,74,102,204,385,559,878,1118,1115,1143,1293,1741,1877,1860,1361,977,724,516,362,190,125,01/19/2008
000106,20080119,S,278,202,93,64,105,382,1628,1917,1580,1940,2035,1831,1390,1314,1386,1374,1197,931,726,575,470,356,235,170,01/19/2008
000106,20080120,P,79,68,48,66,66,90,204,398,604,1081,1528,1689,1762,1905,2079,1814,1860,1458,1170,996,886,590,234,105,01/20/2008
000106,20080120,S,73,62,58,45,67,197,1430,1687,1312,1092,1113,1036,984,956,935,977,841,701,541,443,351,318,160,117,01/20/2008
000106,20080121,P,53,44,63,74,126,282,647,814,1109,1587,1831,2110,1943,2141,2109,1741,1641,1045,869,609,417,235,129,76,01/21/2008
000106,20080121,S,81,69,65,122,278,470,858,1376,1340,1060,905,721,675,718,684,694,595,422,381,289,213,227,151,92,01/21/2008
000106,20080122,P,60,44,41,50,84,198,377,532,575,682,894,812,847,943,1003,1129,1119,844,535,348,247,184,138,61,01/22/2008
000106,20080122,S,67,60,64,61,131,309,600,792,921,851,667,606,539,609,605,593,501,388,450,347,290,244,180,113,01/22/2008
000106,20080123,P,46,44,28,38,71,121,262,314,478,668,642,649,708,816,1028,1187,1145,889,550,399,257,215,127,86,01/23/2008
000106,20080123,S,91,65,61,66,161,312,647,917,1047,926,729,573,604,688,687,754,639,571,501,398,323,330,262,177,01/23/2008
000106,20080124,P,59,43,41,54,65,117,251,382,473,616,695,664,711,924,1140,1404,1278,961,657,423,297,227,128,90,01/24/2008
000106,20080124,S,131,87,74,77,158,343,618,1043,1151,1093,822,741,757,856,936,964,948,798,763,631,521,498,390,217,01/24/2008
000106,20080125,P,51,54,45,35,59,111,184,340,480,592,689,737,939,1155,1469,1652,1594,1320,881,556,417,294,188,103,01/25/2008
000106,20080125,S,145,99,67,75,137,268,822,1359,1521,1285,1210,1081,1023,1203,1453,1723,2063,1811,1821,1586,1530,685,480,244,01/25/2008
000106,20080126,P,68,51,36,55,101,111,259,469,666,948,1090,1079,1166,1411,2012,2425,1426,1693,2003,1224,706,448,237,138,01/26/2008
000106,20080126,S,128,111,66,82,125,504,1985,2141,1966,1922,2129,1714,1333,1175,1295,1226,891,1108,653,490,506,277,216,140,01/26/2008
000106,20080127,P,120,78,66,64,65,163,322,507,865,1466,2194,2446,2818,1686,1990,2119,2153,2045,1903,1167,899,486,231,183,01/27/2008
000106,20080127,S,83,71,51,37,74,197,1421,1678,1347,1287,1304,1060,986,977,1020,971,932,695,560,436,310,243,169,127,01/27/2008
000106,20080128,P,144,74,37,60,68,202,439,561,679,735,820,964,918,967,1189,1136,990,811,472,234,105,13,5,123,01/28/2008
000106,20080128,S,69,65,62,113,236,421,700,847,867,759,599,585,529,492,566,536,479,406,299,240,122,11,126,70,01/28/2008
000106,20080129,P,43,20,15,36,53,98,237,341,367,638,595,657,751,840,703,1269,1202,783,548,364,267,218,159,95,01/29/2008
000106,20080129,S,63,41,63,74,158,281,614,929,690,185,1167,850,557,601,606,628,512,385,415,332,260,270,171,134,01/29/2008
000106,20080130,P,71,46,40,53,50,101,218,273,394,493,556,562,613,679,954,1013,955,791,384,351,312,194,124,81,01/30/2008
000106,20080130,S,80,67,70,78,147,302,621,897,952,761,579,480,554,487,539,662,586,455,350,246,291,262,305,188,01/30/2008
000106,20080131,P,60,44,46,46,67,114,175,310,467,598,631,690,713,880,1123,1351,1324,947,750,487,407,247,135,98,01/31/2008
000106,20080131,S,109,77,60,66,137,277,593,978,1086,1116,1077,864,749,798,915,916,863,746,647,618,552,435,380,251,01/31/2008
000106,20080201,P,91,79,72,73,61,92,219,310,433,590,683,756,794,907,1249,1287,1514,1146,854,742,383,304,161,120,02/01/2008
000106,20080201,S,167,118,73,97,134,253,638,1175,1044,1596,1288,885,950,1156,1295,1642,1777,1657,1704,1420,1058,673,433,286,02/01/2008
000106,20080202,P,92,67,67,57,82,110,248,443,628,891,1027,912,1126,1600,1920,1284,1879,2012,1232,811,518,400,187,125,02/02/2008
000106,20080202,S,207,123,67,63,116,540,1916,1737,1806,1802,1330,1218,1139,1121,1265,1209,1044,822,616,503,412,303,213,159,02/02/2008
000106,20080203,P,75,55,49,57,73,160,283,492,851,1315,1836,2022,2263,2130,1963,1740,1388,819,598,549,656,514,176,100,02/03/2008
000106,20080203,S,85,59,38,36,47,173,1327,1423,1001,944,826,737,787,856,903,753,588,465,382,310,298,295,203,113,02/03/2008
000106,20080204,P,52,40,32,37,62,222,524,663,762,875,856,812,822,886,846,993,907,706,452,278,216,149,87,67,02/04/2008
000106,20080204,S,67,63,79,107,263,419,632,848,918,767,665,487,481,503,528,440,355,307,275,290,249,212,198,119,02/04/2008
000106,20080205,P,47,33,35,47,54,141,229,65,723,417,801,601,603,721,952,975,1103,783,516,327,279,199,105,83,02/05/2008
000106,20080205,S,78,69,59,59,106,205,235,883,809,909,861,659,581,659,609,602,522,405,379,308,261,220,169,118,02/05/2008
000106,20080206,P,54,50,51,57,80,126,274,366,522,753,778,770,716,1006,1079,1222,1345,870,520,526,318,226,176,106,02/06/2008
000106,20080206,S,90,58,64,59,146,289,691,1217,1412,1156,731,678,657,753,754,851,693,447,508,472,386,381,329,221,02/06/2008
000106,20080207,P,71,67,63,60,73,105,271,372,481,615,702,683,806,851,872,920,657,486,284,157,154,104,55,4,02/07/2008
000106,20080207,S,153,132,81,95,149,322,697,983,1120,1024,850,702,705,831,798,818,791,585,674,666,412,8,4,11,02/07/2008
000106,20080208,P,6,3,5,1,4,2,2,14,11,439,349,326,412,539,867,989,1327,1225,982,779,801,250,206,119,02/08/2008
000106,20080208,S,3,5,4,4,14,5,4,24,19,559,135,490,1275,1347,1776,1663,1796,1665,1521,1447,1247,612,463,288,02/08/2008
000106,20080209,P,93,59,50,72,58,169,313,521,715,1088,1281,1240,1254,1482,1860,2105,1867,1630,1165,889,626,395,214,111,02/09/2008
000106,20080209,S,156,106,66,72,103,605,1764,1845,1922,2008,2025,1646,1227,1289,1193,1219,1166,780,652,531,408,307,240,157,02/09/2008
000106,20080210,P,78,51,50,64,112,186,357,575,960,1444,1912,1939,2100,2579,2005,1982,2095,2036,1354,1439,999,458,212,95,02/10/2008
000106,20080210,S,82,60,50,39,63,125,1907,1685,1692,1157,1004,878,870,933,1047,988,1019,769,642,445,303,240,173,102,02/10/2008
000106,20080211,P,58,35,55,60,121,262,575,663,835,988,1030,1011,932,1130,631,885,931,1616,933,355,279,209,103,79,02/11/2008
000106,20080211,S,96,55,66,142,292,440,777,1130,1134,998,767,586,605,584,609,564,619,425,352,284,230,174,134,107,02/11/2008
000106,20080212,P,64,34,44,57,61,114,280,424,549,722,779,719,820,969,1140,1114,1416,904,566,369,259,195,118,96,02/12/2008
000106,20080212,S,49,62,64,69,149,281,546,1025,1111,956,743,569,591,610,632,596,541,395,360,302,297,235,225,159,02/12/2008
000106,20080213,P,56,47,37,46,83,153,207,517,581,793,746,678,851,984,1264,1375,1317,947,688,504,373,277,142,94,02/13/2008
000106,20080213,S,88,63,60,71,189,347,701,1100,1266,1136,789,685,708,684,850,864,815,574,617,512,408,419,351,290,02/13/2008
