COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000120,20100101,P,92,90,85,88,85,149,407,562,772,1192,1735,2215,2436,1623,3289,3216,3067,2856,2854,1186,781,528,291,183,01/01/2010
000120,20100101,S,148,148,154,96,141,246,1119,2480,2333,2299,2256,2199,2035,1838,1696,1588,1302,1010,767,696,483,358,274,182,01/01/2010
000120,20100102,P,103,55,58,107,184,346,593,1081,1318,1505,2652,2736,2551,2809,2904,3125,2576,2061,2007,1888,1909,1937,1818,1304,01/02/2010
000120,20100102,S,123,95,87,92,193,350,1964,3300,2794,2634,2282,1958,1677,1564,1450,1260,1129,844,710,549,480,341,284,188,01/02/2010
000120,20100103,P,175,118,98,101,145,258,459,821,1182,1990,2775,3216,3277,3276,3166,3185,3000,2979,2039,1417,1055,588,229,141,01/03/2010
000120,20100103,S,148,72,65,100,125,248,1651,2744,2171,1907,1766,1660,1493,1438,1341,1224,1078,1061,946,723,537,354,289,155,01/03/2010
000120,20100104,P,95,65,59,82,134,334,672,941,1026,1100,1391,1491,1601,1796,2115,2688,2707,1820,1006,636,446,279,203,110,01/04/2010
000120,20100104,S,88,76,87,134,332,515,874,1974,2545,2178,1776,1430,1327,1260,1269,1281,1181,942,770,552,476,381,280,190,01/04/2010
000120,20100105,P,80,62,49,71,136,250,489,664,728,1008,1067,1257,1345,1636,2015,2428,2343,1593,836,517,356,245,183,100,01/05/2010
000120,20100105,S,106,75,92,101,215,446,800,1699,2387,1765,1372,1130,964,894,985,1089,1082,932,699,586,500,428,259,182,01/05/2010
000120,20100106,P,64,66,61,86,113,225,441,595,722,850,955,1009,985,1131,1331,1631,1567,1130,710,435,321,231,152,102,01/06/2010
000120,20100106,S,113,87,78,87,235,370,659,1433,1633,1285,1033,896,829,877,795,823,672,630,489,528,371,346,278,155,01/06/2010
000120,20100107,P,82,58,33,80,114,216,357,560,576,773,927,999,1061,1206,1503,1817,1955,1361,913,569,367,224,159,94,01/07/2010
000120,20100107,S,110,94,61,93,185,289,513,1081,1339,1805,1247,1065,1001,1005,953,1087,1123,1067,761,679,559,433,360,176,01/07/2010
000120,20100111,P,69,51,48,65,134,342,740,998,965,998,1179,1213,1246,1426,1739,2056,1971,1220,755,459,348,216,142,88,01/11/2010
000120,20100111,S,95,63,76,120,361,510,730,1397,1775,1607,1306,1003,922,956,940,962,958,796,652,523,390,354,215,151,01/11/2010
000120,20100112,P,60,54,40,57,93,253,495,644,768,857,1042,1017,1089,1325,1697,2001,2011,1278,742,452,333,278,166,112,01/12/2010
000120,20100112,S,109,68,63,107,241,402,769,1270,1902,1685,1163,916,847,839,886,977,979,869,657,520,437,354,219,142,01/12/2010
000120,20100113,P,91,62,53,74,111,248,503,629,779,926,1037,1055,1103,1375,1457,1987,1935,1256,779,464,361,285,172,109,01/13/2010
000120,20100113,S,89,78,68,89,239,421,698,1358,1821,1520,1192,1014,901,916,1040,1101,1076,874,737,594,544,453,375,189,01/13/2010
000120,20100114,P,83,56,53,65,118,233,446,615,756,847,911,960,1124,1310,1756,2029,1955,1332,881,614,434,258,207,103,01/14/2010
000120,20100114,S,104,85,87,104,276,381,706,1419,1975,1648,1271,1128,1159,1119,1195,1183,1260,1268,1056,926,777,656,437,257,01/14/2010
000120,20100115,P,63,47,51,73,103,240,465,625,782,1033,1095,1348,1408,1718,2268,2657,2833,1942,1238,800,578,390,229,117,01/15/2010
000120,20100115,S,173,102,81,107,260,460,868,1919,2448,2265,1858,1685,1578,1647,2007,2457,2980,3017,3108,2632,1776,1192,667,434,01/15/2010
000120,20100116,P,85,74,65,70,80,151,314,562,815,1258,1524,1716,1796,2144,2791,3203,3230,2753,1536,1069,714,479,268,153,01/16/2010
000120,20100116,S,235,132,123,87,214,497,2910,3614,3278,2700,2586,2217,1955,1876,1783,1810,1776,1400,1108,886,639,466,319,222,01/16/2010
000120,20100117,P,94,60,61,59,65,145,266,461,796,1385,2110,2415,2631,2985,3328,2768,2819,1510,1619,1560,2335,1576,402,167,01/17/2010
000120,20100117,S,116,96,87,66,128,225,1631,2984,2454,2169,1931,1521,1421,1316,1217,1292,1183,881,807,587,423,319,229,139,01/17/2010
000120,20100118,P,99,60,73,102,170,407,811,1207,1427,1877,2701,2814,2763,3269,3376,2846,3175,3009,2114,929,613,309,182,112,01/18/2010
000120,20100118,S,95,60,79,119,348,509,1097,2477,2648,2019,1627,1293,1063,1035,1050,1044,972,820,550,471,360,362,227,135,01/18/2010
000120,20100119,P,66,31,40,59,134,310,643,898,952,1074,1033,1061,1169,1291,1354,1483,1424,963,570,390,298,225,133,88,01/19/2010
000120,20100119,S,85,57,75,94,252,417,672,1130,1332,1099,964,826,768,796,845,867,926,773,626,448,376,321,181,109,01/19/2010
000120,20100120,P,63,42,41,57,118,269,425,691,736,753,917,910,1087,1246,1363,1499,1580,1082,642,454,361,234,146,107,01/20/2010
000120,20100120,S,80,60,60,81,226,367,665,1140,1381,1238,961,841,862,806,875,957,920,861,649,482,469,389,286,140,01/20/2010
000120,20100121,P,79,47,43,70,115,221,468,619,711,878,855,921,1021,1342,1537,1717,1718,1104,826,514,376,250,175,88,01/21/2010
000120,20100121,S,121,70,92,88,250,381,670,1251,1529,1313,1099,1000,949,1023,1079,1219,1285,1197,957,802,689,548,373,233,01/21/2010
000120,20100122,P,55,61,62,65,113,196,396,597,679,806,978,1019,1257,1625,1941,2241,2340,1571,982,642,477,320,210,122,01/22/2010
000120,20100122,S,147,99,70,118,229,343,913,1979,2273,1744,1521,1351,1256,1427,1691,2238,2768,2583,2668,2075,1445,880,582,304,01/22/2010
000120,20100123,P,54,62,43,72,89,134,300,492,690,935,1208,1368,1669,2007,2922,2876,3080,2375,1495,875,578,354,306,148,01/23/2010
000120,20100123,S,154,115,81,72,179,516,3321,3675,2394,2122,1906,1659,1501,1387,1482,1460,1343,1004,803,582,432,380,291,167,01/23/2010
000120,20100124,P,84,76,59,43,66,147,262,491,842,1267,1698,2674,2702,2833,2959,2944,2422,1952,1981,1989,1789,1339,341,148,01/24/2010
000120,20100124,S,104,83,60,42,93,269,1362,3104,1592,1338,1194,1096,1057,1001,996,847,795,684,555,426,387,305,184,97,01/24/2010
000120,20100125,P,75,40,55,58,131,360,874,1131,968,1142,1130,1274,1281,1497,1820,1860,1977,1264,729,445,314,219,141,109,01/25/2010
000120,20100125,S,74,67,72,110,354,465,873,1479,1707,1398,1164,854,825,810,861,895,906,732,556,430,329,330,207,126,01/25/2010
000120,20100126,P,61,48,38,49,96,250,483,694,726,853,955,955,1073,1264,1317,1787,1697,944,726,428,287,224,154,106,01/26/2010
000120,20100126,S,81,61,67,103,238,380,735,1339,1683,1403,1008,860,809,834,888,927,924,734,670,458,439,361,191,122,01/26/2010
000120,20100127,P,80,72,45,48,93,230,446,578,652,690,918,885,1096,1315,1513,1664,1583,1013,719,485,320,244,148,112,01/27/2010
000120,20100127,S,90,68,69,81,237,363,709,1278,1541,1265,973,868,767,896,957,958,1034,837,660,478,461,383,312,178,01/27/2010
000120,20100128,P,95,65,40,42,96,214,449,590,689,715,761,891,1048,1295,1523,1672,1764,1136,816,505,339,230,161,90,01/28/2010
000120,20100128,S,103,80,76,92,228,328,681,1320,1662,1403,1147,938,967,986,1147,1295,1306,1206,1001,897,648,577,453,267,01/28/2010
000120,20100201,P,101,55,48,78,117,342,777,1136,1088,1221,1289,1329,1391,1614,1810,1927,1833,1193,718,462,280,203,151,99,02/01/2010
000120,20100201,S,93,68,74,115,336,459,782,1312,1604,1541,1229,1002,898,851,925,961,989,808,631,466,365,323,229,117,02/01/2010
000120,20100202,P,66,42,44,63,94,256,515,682,787,855,728,1125,923,1407,1415,2075,2114,1388,722,421,295,259,121,89,02/02/2010
000120,20100202,S,82,89,67,81,275,363,784,1312,1633,1506,1137,952,816,841,861,923,944,814,566,464,398,388,221,132,02/02/2010
000120,20100203,P,93,52,57,76,113,249,472,714,781,835,958,811,1194,1062,1881,1936,1833,1231,764,472,382,274,173,103,02/03/2010
000120,20100203,S,96,76,64,100,242,398,715,1324,1581,1466,1197,984,955,889,1146,1196,1122,973,758,591,490,441,376,213,02/03/2010
000120,20100204,P,74,47,54,45,82,229,437,629,671,867,917,1003,986,1253,1452,1633,1619,1079,649,366,460,476,178,110,02/04/2010
000120,20100204,S,135,79,70,93,243,382,703,1292,1538,1436,1148,1118,1068,1099,1230,1337,1323,1176,1006,842,695,578,383,255,02/04/2010
000120,20100205,P,77,71,50,77,109,232,473,697,784,932,1116,1182,1468,1766,2362,2695,2728,1794,1110,730,538,389,244,146,02/05/2010
000120,20100205,S,141,84,96,107,200,401,977,2259,2733,2264,1881,1501,1505,1600,1743,2411,2898,2733,2548,2036,1387,876,496,292,02/05/2010
000120,20100206,P,82,58,55,61,75,183,385,571,865,1265,1469,1647,1930,2450,3100,3257,3135,2956,1701,1080,795,517,256,164,02/06/2010
000120,20100206,S,178,105,84,76,202,537,3222,3607,3394,2367,2178,1775,1664,1559,1543,1465,1471,1134,852,629,557,385,269,211,02/06/2010
000120,20100207,P,104,70,62,71,86,168,343,665,973,1680,2540,3090,3270,3258,3110,2969,2211,1318,830,708,1024,628,219,115,02/07/2010
000120,20100207,S,108,85,64,50,100,198,1699,2212,1451,1158,1323,1104,1040,988,865,769,633,399,384,302,360,327,173,138,02/07/2010
000120,20100208,P,49,35,47,71,131,388,904,1120,1138,1217,1275,1226,1168,1285,1435,1581,1549,1107,661,403,253,179,131,84,02/08/2010
000120,20100208,S,76,69,61,112,289,421,556,858,1102,1307,1084,842,857,791,841,871,853,646,515,411,341,267,247,153,02/08/2010
000120,20100209,P,65,49,40,76,129,250,472,700,768,846,922,989,1089,1222,1356,1726,1717,1183,673,469,307,251,148,102,02/09/2010
000120,20100209,S,105,79,64,82,243,362,653,1120,1500,1420,1011,832,791,817,862,982,925,775,637,486,461,382,233,143,02/09/2010
000120,20100210,P,73,48,34,63,99,230,479,691,792,892,976,1007,1104,1271,1519,1767,1791,1165,718,493,362,281,155,116,02/10/2010
000120,20100210,S,111,66,72,86,255,382,679,1306,1664,1395,1098,887,874,900,1026,1106,1105,978,764,651,543,499,322,224,02/10/2010
000120,20100211,P,90,45,54,59,112,278,461,678,810,902,1017,1051,1224,1424,1650,1903,1927,1369,903,638,446,342,197,149,02/11/2010
000120,20100211,S,127,93,91,105,238,376,776,1349,1904,1598,1248,1119,1122,1211,1288,1455,1540,1223,1342,1017,968,858,529,376,02/11/2010
000120,20100212,P,66,61,51,76,123,235,472,619,817,1048,1284,1381,1432,1917,2322,2795,2649,1496,1444,1064,573,419,248,172,02/12/2010
000120,20100212,S,248,172,153,151,246,393,1029,2449,2751,2636,2066,1800,1845,1950,2202,2651,3012,2760,2832,2279,1497,1184,741,450,02/12/2010
000120,20100213,P,88,82,60,61,90,156,324,523,894,1234,1542,1587,1744,2092,2293,2352,1846,1626,1859,2155,989,618,251,140,02/13/2010
000120,20100213,S,256,182,99,96,209,473,3102,3436,2635,2364,2370,2231,2115,2009,1911,1907,1615,1281,1054,754,627,571,425,250,02/13/2010
000120,20100215,P,100,59,53,89,162,418,903,1282,1538,2160,2812,3046,2972,3125,2809,2279,2770,2980,2429,1182,904,438,239,118,02/15/2010
000120,20100215,S,116,95,92,131,320,492,1678,3009,2541,2001,1595,1330,1167,1190,1204,1201,1088,899,662,518,458,359,212,121,02/15/2010
000120,20100216,P,83,61,52,75,150,353,579,1053,984,1093,1212,1252,1356,1534,2030,2232,2140,1426,893,551,355,289,181,109,02/16/2010
000120,20100216,S,81,90,61,110,280,379,862,1657,2040,1605,1193,944,853,923,937,1009,960,787,661,509,425,367,219,128,02/16/2010
000120,20100217,P,65,51,49,60,111,265,517,783,860,953,964,851,1154,1333,1639,1913,1906,1384,764,494,412,306,169,130,02/17/2010
000120,20100217,S,113,71,68,107,287,405,747,1426,1854,1518,1187,968,986,1052,1076,1172,1168,988,762,617,573,463,286,191,02/17/2010
000120,20100218,P,75,49,41,66,115,249,463,688,769,900,1048,1107,1159,1318,1580,1832,1819,1226,760,349,257,310,183,110,02/18/2010
000120,20100218,S,115,86,75,103,249,366,782,1579,1758,1445,1162,1071,1008,1054,1193,1262,1199,1004,972,846,622,643,414,258,02/18/2010
000120,20100219,P,79,65,59,60,100,250,511,646,729,890,1134,1260,1437,1854,2176,2320,2343,2062,1313,708,529,401,236,144,02/19/2010
000120,20100219,S,141,118,86,98,201,329,975,2288,2869,2507,1801,1554,1396,1572,1805,1979,2132,2198,2228,2198,2065,1334,684,367,02/19/2010
000120,20100220,P,95,55,61,65,115,199,402,549,627,1304,1524,1603,1799,2284,2585,2754,2394,2406,2322,1865,667,640,299,108,02/20/2010
000120,20100220,S,144,115,95,91,174,647,2925,3288,2958,2893,1841,1521,1596,1443,1415,1377,1222,946,715,581,467,381,313,186,02/20/2010
000120,20100221,P,78,66,67,77,99,172,300,747,923,1524,2542,2846,3143,3045,2421,2661,2844,2731,2475,2387,2058,842,353,105,02/21/2010
000120,20100221,S,113,89,67,60,109,267,2178,3004,2422,1583,1430,1297,1174,1072,926,934,770,808,572,450,344,252,222,152,02/21/2010
000120,20100222,P,85,55,40,62,143,344,814,1070,987,1049,1232,1343,1276,1597,1963,2166,2181,1366,819,498,346,196,140,91,02/22/2010
000120,20100222,S,87,73,62,118,269,385,667,1374,1953,1597,1257,1002,842,899,866,907,878,751,576,426,365,325,204,199,02/22/2010
000120,20100223,P,57,44,25,56,105,283,491,707,791,879,981,1035,1100,1399,1763,2131,2065,1420,756,460,356,263,170,115,02/23/2010
000120,20100223,S,97,86,63,82,277,414,797,1741,2194,1739,1196,987,826,838,906,1020,982,878,693,561,481,328,233,158,02/23/2010
000120,20100224,P,58,63,42,65,105,293,506,697,834,935,1025,1003,1182,1442,1841,2247,2094,1337,848,613,400,252,174,153,02/24/2010
000120,20100224,S,113,67,72,108,290,442,883,1778,2075,1750,1282,1063,963,1035,1063,1159,1103,985,855,630,628,570,353,246,02/24/2010
000120,20100225,P,70,49,53,67,114,239,496,635,719,851,939,951,1102,1356,1537,1776,1654,1331,761,485,351,239,178,109,02/25/2010
000120,20100225,S,154,98,90,127,270,431,833,1574,1832,1437,1203,1044,1040,1023,1218,1349,1280,1101,798,1485,1045,653,439,268,02/25/2010
000120,20100226,P,76,55,48,53,106,242,482,600,804,937,1225,1275,1449,1847,2586,2888,3272,2841,1319,908,576,393,216,138,02/26/2010
