COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000119,20180101,P,62,75,61,55,44,107,183,317,514,898,1244,1513,1477,1406,1156,1014,950,723,679,502,423,231,183,146,01/01/2018
000119,20180101,S,48,53,54,52,41,69,139,237,350,464,658,811,884,1001,1037,914,899,651,463,340,299,228,136,89,01/01/2018
000119,20180102,P,102,80,68,68,104,187,365,565,753,930,1079,1105,1080,1015,899,932,870,747,595,429,344,256,159,140,01/02/2018
000119,20180102,S,47,54,59,64,79,136,297,470,578,676,697,877,841,839,851,889,937,697,516,368,299,204,144,127,01/02/2018
000119,20180103,P,83,62,62,62,56,128,262,409,619,745,811,862,836,796,774,813,827,687,529,361,337,238,143,106,01/03/2018
000119,20180103,S,85,70,78,69,70,106,262,398,502,465,841,754,719,576,453,1169,882,653,469,359,305,214,151,106,01/03/2018
000119,20180104,P,69,51,43,49,74,91,208,379,623,724,792,837,825,805,791,831,849,658,522,406,249,217,161,114,01/04/2018
000119,20180104,S,66,78,62,80,69,130,259,424,525,572,604,675,719,695,808,821,921,683,520,415,338,237,155,117,01/04/2018
000119,20180105,P,79,60,49,56,86,113,244,392,562,747,844,924,893,867,905,920,890,781,598,427,307,229,172,107,01/05/2018
000119,20180105,S,95,51,76,57,78,132,264,429,476,580,652,768,778,796,938,1018,1086,945,787,681,491,356,233,134,01/05/2018
000119,20180106,P,65,70,43,51,63,115,159,344,601,760,997,1011,920,854,746,707,713,402,313,202,233,143,134,84,01/06/2018
000119,20180106,S,119,69,65,73,73,111,226,423,571,546,624,714,748,757,815,831,846,633,462,356,266,188,135,115,01/06/2018
000119,20180107,P,58,51,32,61,44,62,111,274,389,555,778,801,1193,1117,1013,965,953,685,604,519,337,189,122,78,01/07/2018
000119,20180107,S,60,47,31,38,30,67,127,491,535,464,673,662,660,708,802,789,672,561,419,339,257,168,102,94,01/07/2018
000119,20180108,P,54,48,41,47,76,128,285,391,520,614,639,687,674,712,731,707,651,541,386,282,190,123,125,71,01/08/2018
000119,20180108,S,70,70,43,54,84,110,252,438,536,566,569,527,541,522,570,614,583,486,309,267,222,161,130,80,01/08/2018
000119,20180109,P,47,47,35,31,46,85,180,302,444,559,606,610,584,628,668,670,678,544,381,293,197,176,146,83,01/09/2018
000119,20180109,S,79,73,46,52,52,111,219,422,462,474,571,582,542,500,539,577,659,506,370,314,227,159,133,85,01/09/2018
000119,20180110,P,55,61,53,43,55,85,169,254,370,413,537,517,567,475,388,420,501,409,245,192,141,128,91,67,01/10/2018
000119,20180110,S,87,56,58,44,63,102,221,367,476,452,444,410,415,457,492,412,327,411,269,259,229,153,160,101,01/10/2018
000119,20180111,P,52,30,43,35,45,86,151,248,281,426,592,564,616,694,705,760,765,624,437,308,223,171,91,105,01/11/2018
000119,20180111,S,88,92,60,52,64,117,228,509,610,505,608,645,539,554,621,615,638,603,478,459,391,282,213,138,01/11/2018
000119,20180112,P,36,33,59,58,63,69,146,239,320,413,465,567,581,690,714,624,607,724,434,364,242,177,147,95,01/12/2018
000119,20180112,S,141,87,94,67,59,78,197,327,328,303,543,377,535,864,932,804,819,763,700,623,730,770,617,209,01/12/2018
