COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000120,20050101,P,114,117,114,109,122,187,405,641,953,1278,1890,2667,2947,3041,3206,3095,3067,3169,1752,1348,950,659,428,242,01/01/2005
000120,20050101,S,156,189,171,107,99,156,629,1736,1685,1730,1788,1868,1866,1648,1528,1360,1209,951,824,622,486,424,321,204,01/01/2005
000120,20050102,P,127,99,84,95,144,263,499,858,1173,1898,3040,3455,3289,3351,3365,3286,3184,3196,1988,1486,1232,797,448,238,01/02/2005
000120,20050102,S,168,109,113,69,115,192,866,2852,2669,2282,1869,1682,1601,1402,1429,1212,1186,1063,1337,922,606,492,329,158,01/02/2005
000120,20050103,P,120,114,86,86,118,304,625,1030,1112,1280,1535,1621,1667,1794,2366,2892,3128,2608,1345,787,529,344,274,167,01/03/2005
000120,20050103,S,138,126,100,90,160,305,675,1960,3019,2366,1793,1541,1363,1294,1383,1431,1370,1252,955,707,532,474,410,234,01/03/2005
000120,20050104,P,96,78,57,67,85,189,462,647,786,748,809,1023,1042,860,988,1356,1588,1354,926,421,253,256,172,118,01/04/2005
000120,20050104,S,155,150,121,90,125,273,520,1049,1520,1259,1035,888,791,732,854,863,758,672,556,458,348,326,232,157,01/04/2005
000120,20050105,P,96,58,44,81,75,168,297,434,511,487,616,705,848,1009,1169,1478,1600,1468,1005,523,360,261,179,121,01/05/2005
000120,20050105,S,124,100,73,54,89,213,405,1076,1428,1136,967,780,690,671,758,848,855,780,669,528,421,353,271,192,01/05/2005
000120,20050106,P,85,69,58,71,77,189,398,585,675,711,955,1084,1102,1316,1685,2088,2442,1918,1339,762,434,382,247,151,01/06/2005
000120,20050106,S,167,112,106,82,109,218,492,1497,2278,2232,1576,1184,1011,985,980,1017,1217,1092,937,745,630,547,386,209,01/06/2005
000120,20050107,P,111,70,54,57,105,227,473,611,786,938,1152,1308,1366,1585,2110,2682,3074,2553,1625,965,675,469,309,181,01/07/2005
000120,20050107,S,179,112,102,87,137,254,646,1936,2841,2589,1840,1423,1254,1315,1351,1650,2117,2234,2402,2098,1613,1040,666,360,01/07/2005
000120,20050108,P,106,60,67,49,104,147,324,521,766,1167,1426,1646,1674,2121,3008,3269,3274,3049,3005,1953,985,657,389,256,01/08/2005
000120,20050108,S,242,145,135,64,130,264,2462,3644,3447,3267,3138,1736,1392,1396,1380,1408,1331,1073,898,710,560,428,354,241,01/08/2005
000120,20050109,P,135,93,94,60,71,134,219,407,667,1392,2048,2387,2772,3006,3656,3510,3113,2983,2243,1566,1173,794,302,152,01/09/2005
000120,20050109,S,165,120,115,55,86,136,1431,3368,2346,1773,1496,1264,1032,986,988,1084,973,871,698,533,419,328,264,168,01/09/2005
000120,20050110,P,113,53,36,62,98,249,631,951,1083,1012,1057,1184,1140,1401,1459,1673,1899,1589,883,526,361,263,201,98,01/10/2005
000120,20050110,S,109,88,62,59,150,269,605,1223,1826,1606,1275,996,899,880,857,902,923,892,697,479,377,332,259,158,01/10/2005
000120,20050111,P,70,59,32,51,94,197,402,580,742,786,925,980,966,1163,1430,1827,1798,1562,893,528,328,241,163,116,01/11/2005
000120,20050111,S,128,93,86,67,136,272,522,1180,1815,1531,1066,952,790,775,766,912,981,832,701,523,468,368,289,185,01/11/2005
000120,20050112,P,70,69,55,53,76,163,344,494,522,606,604,679,718,962,1228,1408,1702,1500,954,511,376,315,194,127,01/12/2005
000120,20050112,S,130,102,76,64,111,198,369,693,918,1290,1117,908,797,762,759,889,912,801,720,550,467,417,415,255,01/12/2005
000120,20050113,P,87,73,56,61,107,194,448,528,855,829,930,987,1117,1303,1677,2051,2304,1858,1044,670,443,362,214,129,01/13/2005
000120,20050113,S,178,124,92,91,123,266,598,1005,2420,2120,1466,1177,1042,1085,1227,1216,1390,1237,1141,1070,797,757,553,310,01/13/2005
000120,20050114,P,98,65,75,65,120,229,439,636,778,922,1035,1217,1245,1512,1955,2536,1834,3149,1479,970,638,468,285,198,01/14/2005
000120,20050114,S,261,179,123,109,148,292,696,1919,2908,2516,1910,1635,1544,1587,1833,2183,2708,2821,2741,2572,1898,1237,831,529,01/14/2005
000120,20050115,P,112,79,50,69,67,119,256,438,687,1030,1314,1566,1570,1996,2569,3127,3095,3180,2240,1261,882,625,426,224,01/15/2005
000120,20050115,S,363,211,156,77,151,347,2324,3534,3468,3149,2620,2218,1927,1895,1753,1764,1598,1503,1242,936,741,613,443,314,01/15/2005
000120,20050116,P,114,90,63,51,66,120,191,300,583,1070,1600,2110,2278,3039,3351,3273,3321,3050,3074,1801,1430,901,413,194,01/16/2005
000120,20050116,S,182,146,119,56,85,159,1213,3503,2808,2326,1966,1689,1362,1280,1231,1278,1150,984,887,703,503,384,272,178,01/16/2005
000120,20050117,P,119,76,58,66,151,318,648,1087,1310,1599,1967,2326,2527,2769,3250,3392,3222,3115,2723,2488,951,564,275,146,01/17/2005
000120,20050117,S,123,93,89,72,138,296,902,2989,3108,2940,1755,1299,1002,966,969,982,1037,883,730,492,389,332,278,164,01/17/2005
000120,20050118,P,87,50,44,77,128,265,563,903,940,1047,1026,1048,1116,1220,1443,1765,1831,1389,855,530,364,292,182,130,01/18/2005
000120,20050118,S,129,102,91,63,132,269,495,1103,1569,1569,1101,829,838,796,851,956,950,960,758,544,421,421,304,164,01/18/2005
000120,20050119,P,89,67,58,54,120,237,475,713,788,894,842,975,1068,1121,1367,1341,1876,1405,886,613,415,378,229,133,01/19/2005
000120,20050119,S,141,89,75,73,128,274,553,1158,1568,1516,1117,971,880,862,959,968,1114,954,828,652,471,492,410,211,01/19/2005
000120,20050120,P,91,74,69,57,103,227,458,676,780,844,853,962,1074,1213,1404,1637,2057,1589,1048,669,495,359,253,127,01/20/2005
000120,20050120,S,179,133,97,74,137,276,546,1155,1742,1600,1259,1057,974,1008,1081,1200,1197,1210,1082,837,692,593,497,230,01/20/2005
000120,20050121,P,95,69,63,67,98,214,428,645,791,850,1016,1061,1143,1215,1698,2503,2455,1911,1387,862,616,468,290,232,01/21/2005
000120,20050121,S,198,153,119,103,164,265,601,1528,2169,2073,1604,1337,1307,1342,1495,1965,2416,2522,2595,2163,1589,1087,688,400,01/21/2005
000120,20050122,P,127,100,62,57,75,161,303,468,739,1031,1266,1396,1430,1726,2467,3150,3330,3157,2872,1369,998,658,405,242,01/22/2005
000120,20050122,S,239,184,151,82,127,285,2084,1634,3030,3480,3383,2322,1641,1581,1564,1549,1577,1328,1016,854,680,514,389,276,01/22/2005
