COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000120,20040101,P,128,132,205,97,101,165,283,379,566,915,1426,2046,2227,2456,2767,3144,3146,2933,2975,1766,1124,686,418,288,01/01/2004
000120,20040101,S,142,168,112,94,95,175,758,2613,2713,2361,2288,2097,1993,1785,1686,1496,1274,997,769,670,502,420,277,175,01/01/2004
000120,20040102,P,200,107,81,55,124,277,486,857,1236,1447,1795,2342,2755,2018,2113,2458,2431,2116,2162,1600,1414,1373,1062,252,01/02/2004
000120,20040102,S,136,105,87,82,152,266,969,2891,3006,2358,1951,1739,1499,1464,1563,1463,1369,1301,1076,816,637,498,366,281,01/02/2004
000120,20040103,P,150,113,104,77,140,196,415,571,850,969,1395,1685,1990,2085,2079,2520,2285,1782,2151,2258,2152,1572,420,183,01/03/2004
000120,20040103,S,185,106,100,67,119,191,1034,2299,2551,2313,1338,1335,1099,1063,997,1050,790,600,610,491,419,296,297,209,01/03/2004
000120,20040104,P,134,96,89,92,126,183,343,566,853,1244,2140,2965,3214,3122,3260,3235,3311,2746,1828,1371,1028,748,359,217,01/04/2004
000120,20040104,S,147,102,91,70,87,228,1491,3415,2319,1925,1785,1678,1457,1455,1203,1105,953,770,680,495,415,341,299,165,01/04/2004
000120,20040105,P,119,100,66,75,126,288,583,872,947,1184,1263,1405,1481,1371,2004,2013,2157,1706,1157,550,398,289,181,119,01/05/2004
000120,20040105,S,162,89,94,71,135,233,551,1584,2401,1735,1343,1059,937,934,966,944,1056,938,749,545,415,383,323,189,01/05/2004
000120,20040106,P,92,71,61,55,102,231,405,611,764,784,940,1036,996,1130,1340,1677,1992,1713,962,567,428,320,207,129,01/06/2004
000120,20040106,S,145,104,90,62,126,183,444,1080,1627,1455,1154,961,846,917,873,1033,1046,1008,783,575,487,453,369,220,01/06/2004
000120,20040107,P,85,83,68,53,104,203,416,602,738,842,936,944,1049,1249,1469,1797,2111,1703,1010,566,405,351,207,143,01/07/2004
000120,20040107,S,141,109,83,78,160,231,518,1269,1956,1695,1289,1068,943,891,914,1057,1121,983,744,630,534,474,421,239,01/07/2004
000120,20040108,P,102,84,61,63,103,234,439,668,775,905,1026,1056,1066,1316,1596,2021,2294,1804,1093,701,479,397,237,133,01/08/2004
000120,20040108,S,149,94,103,91,144,215,530,1405,1937,2177,1397,1044,962,929,1006,1119,1177,1175,984,736,582,487,319,246,01/08/2004
000120,20040109,P,97,72,73,69,118,236,475,752,922,1134,1314,1442,1448,1677,2004,2484,2768,2357,1400,915,641,475,288,187,01/09/2004
000120,20040109,S,159,125,109,95,138,210,573,1720,2508,2288,1671,1407,1199,1260,1436,1798,2142,2323,2322,2158,1580,1021,672,364,01/09/2004
000120,20040110,P,95,84,80,76,93,161,294,552,790,1183,1413,1595,1583,2018,2894,3433,3211,3123,3044,2464,998,643,351,191,01/10/2004
000120,20040110,S,245,142,111,79,126,316,2354,3695,3744,3474,3126,1984,1639,1493,1602,1472,1447,1344,1030,875,656,541,418,251,01/10/2004
000120,20040111,P,109,77,90,77,75,153,281,390,701,1150,1888,2324,2674,2976,3445,3201,3191,3109,3015,2146,1317,721,315,155,01/11/2004
000120,20040111,S,162,109,107,62,83,168,1384,3634,2671,2067,1743,1420,1283,1204,1198,1200,1087,992,723,703,532,358,259,178,01/11/2004
000120,20040112,P,96,62,61,85,132,287,649,935,1022,1020,1082,1079,1116,1213,1421,1728,1883,1504,850,490,361,265,195,95,01/12/2004
000120,20040112,S,105,82,88,79,140,251,537,1082,1632,1472,1179,990,916,873,879,980,1087,909,743,541,480,407,299,153,01/12/2004
000120,20040113,P,81,58,59,70,88,218,443,584,793,850,879,968,969,1139,1298,1714,1861,1526,883,528,315,276,192,124,01/13/2004
000120,20040113,S,167,82,74,60,124,239,500,1176,1626,1500,1145,935,828,756,807,913,938,889,737,585,479,460,365,201,01/13/2004
000120,20040114,P,107,78,53,37,105,204,444,676,809,874,890,903,1045,1212,1435,1833,2023,1570,933,585,464,332,221,132,01/14/2004
000120,20040114,S,145,88,93,76,123,244,526,1193,1721,1597,1243,1040,917,909,992,1105,1134,1019,857,637,541,485,385,244,01/14/2004
000120,20040115,P,88,75,60,72,108,242,441,653,804,891,931,985,1026,1209,1448,1877,2030,1550,975,624,452,383,245,143,01/15/2004
000120,20040115,S,182,96,104,98,156,239,535,1290,1805,1686,1318,1092,1031,1042,1142,1331,1402,1237,1100,945,821,729,689,292,01/15/2004
000120,20040116,P,92,64,60,60,109,206,420,670,856,939,1158,1308,1283,1514,1860,2383,2691,1981,1334,841,644,495,296,190,01/16/2004
000120,20040116,S,277,179,126,86,145,258,633,1823,2640,2316,1738,1405,1519,1552,1704,2176,2864,2711,2685,2418,1799,1278,823,540,01/16/2004
000120,20040117,P,118,73,75,62,70,127,256,445,675,1017,1287,1470,1556,1795,2533,2806,3257,3028,2835,1337,854,595,377,218,01/17/2004
000120,20040117,S,326,173,139,122,160,325,1750,3739,3561,3303,2738,2316,1979,1833,1793,1740,1806,1448,1142,933,770,717,435,291,01/17/2004
000120,20040118,P,123,78,87,71,69,107,196,353,597,1091,1698,2317,2528,2787,3126,3462,3305,3038,2646,1609,1370,947,421,206,01/18/2004
000120,20040118,S,189,145,100,67,82,171,1118,3073,2636,2134,1964,1639,1423,1250,1294,1217,1189,1075,870,621,545,408,299,178,01/18/2004
000120,20040119,P,109,67,76,93,151,321,697,1094,1240,1649,1979,2398,2436,2797,3381,3288,2802,2997,2916,1134,687,472,298,138,01/19/2004
000120,20040119,S,144,98,89,86,137,243,844,2673,3093,2241,1634,1307,1065,960,1008,967,1123,914,678,462,410,323,254,178,01/19/2004
000120,20040120,P,85,55,74,57,124,230,511,837,881,696,490,1547,947,977,1120,1355,1447,1152,709,404,287,226,179,110,01/20/2004
000120,20040120,S,145,86,73,63,118,214,442,866,1144,1200,952,731,722,675,726,802,853,720,637,487,362,370,258,154,01/20/2004
000120,20040121,P,87,63,60,45,98,201,465,642,720,808,815,893,957,1156,1288,1686,1786,1293,864,533,413,307,203,131,01/21/2004
000120,20040121,S,136,90,71,69,141,184,424,1007,1486,1559,1149,1035,919,817,911,948,1065,995,787,640,531,514,388,203,01/21/2004
000120,20040122,P,90,68,59,67,96,228,492,666,787,824,884,856,1004,1157,1337,1806,1882,1426,842,600,443,343,187,131,01/22/2004
000120,20040122,S,160,113,93,71,138,218,553,1233,1571,1535,1203,1034,960,961,951,1178,1289,1188,1097,838,695,622,443,239,01/22/2004
000120,20040123,P,74,68,53,64,104,218,422,652,799,970,976,1040,1147,1375,1639,2209,2461,1886,1268,866,593,475,283,179,01/23/2004
000120,20040123,S,164,126,105,87,149,205,618,1557,2125,1983,1609,1410,1278,1340,1558,1992,2490,2361,2803,2424,1817,1021,701,418,01/23/2004
000120,20040124,P,100,83,82,56,113,134,292,586,764,1144,1382,1513,1597,1945,2620,3376,3362,3296,2240,1319,853,582,379,226,01/24/2004
000120,20040124,S,243,163,106,85,138,308,2190,3364,3786,2812,2322,2091,1645,1554,1736,1701,1657,1369,1104,869,660,606,387,292,01/24/2004
000120,20040125,P,123,91,97,71,74,127,234,409,775,1210,1886,2425,2875,3159,3250,3340,3019,3118,1945,1224,1075,631,276,161,01/25/2004
000120,20040125,S,170,124,98,62,84,148,1078,2929,2209,1716,1611,1321,1238,1121,1146,1059,808,633,478,458,325,245,192,137,01/25/2004
000120,20040126,P,112,70,46,58,106,269,559,843,843,933,989,1067,1166,1180,1295,1466,1509,1334,718,472,318,223,160,99,01/26/2004
000120,20040126,S,90,66,66,62,119,179,328,708,943,1172,1126,1002,825,768,739,820,849,815,620,370,398,349,252,141,01/26/2004
000120,20040127,P,76,67,57,60,87,220,411,726,755,800,864,907,977,1117,1230,1536,1582,1332,811,459,320,217,220,119,01/27/2004
000120,20040127,S,135,80,60,61,128,218,448,980,1390,1393,1012,849,725,747,773,843,948,893,685,534,449,419,350,177,01/27/2004
000120,20040128,P,115,75,75,73,83,217,439,695,755,819,855,885,970,1064,1274,1576,1800,1297,839,539,418,312,196,137,01/28/2004
000120,20040128,S,123,95,67,80,142,204,536,1133,1624,1378,1065,909,850,824,871,921,1107,955,870,552,467,502,412,232,01/28/2004
000120,20040129,P,73,79,56,67,94,219,431,689,749,839,850,886,986,1126,1393,1632,1901,1387,880,532,424,343,239,131,01/29/2004
000120,20040129,S,131,102,100,68,148,231,526,1226,1794,1662,1254,1083,985,964,1130,1177,1288,1253,1076,925,705,614,445,256,01/29/2004
000120,20040130,P,90,81,67,63,99,215,439,741,815,891,1050,947,1149,1447,1815,2462,2708,2174,1298,822,615,491,289,184,01/30/2004
000120,20040130,S,204,139,78,106,168,250,671,1910,2719,2358,1785,1600,1347,1415,1658,2155,2613,2550,2631,2216,1621,1040,693,416,01/30/2004
000120,20040131,P,103,116,102,81,113,125,245,453,769,1010,1255,1211,1395,1668,1769,2321,2065,2028,1969,1902,1733,1474,378,173,01/31/2004
000120,20040131,S,238,148,107,102,120,275,2193,3692,3036,2820,2131,1745,1473,1418,1245,1286,1250,934,680,551,438,392,304,220,01/31/2004
000120,20040201,P,119,74,66,64,81,140,236,444,645,1128,1830,2346,3013,3298,3417,3382,3084,3059,1597,1045,827,950,453,226,02/01/2004
000120,20040201,S,135,87,80,59,87,111,1004,3025,2304,1604,1440,1165,1179,1111,970,902,702,505,446,397,321,385,212,146,02/01/2004
000120,20040202,P,109,77,54,61,107,274,659,993,1081,1116,1226,1156,1263,1368,1454,1751,1620,1324,894,579,399,269,188,116,02/02/2004
