COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000106,20240101,P,89,85,74,57,143,204,388,555,1022,1789,2854,2714,2446,2715,2438,2212,1938,1656,1162,869,578,357,200,132,01/01/2024
000106,20240101,S,64,83,62,54,91,107,457,1478,1336,1110,1800,1715,1701,1526,2003,1568,1317,952,631,498,408,254,239,132,01/01/2024
000106,20240102,P,94,82,84,116,167,315,633,864,1103,1447,1905,1908,1719,1885,1980,2084,1962,1511,954,720,465,332,203,125,01/02/2024
000106,20240102,S,93,84,68,93,155,293,639,1337,1599,1782,1828,1691,1514,1532,1612,1558,1259,917,627,538,438,328,272,211,01/02/2024
000106,20240103,P,91,77,57,100,131,205,394,533,756,1018,1391,1386,1423,1556,1895,1731,1606,1294,846,618,485,341,190,109,01/03/2024
000106,20240103,S,138,112,90,79,136,256,543,1310,1621,1637,1752,1345,1232,1218,1305,1327,1182,896,771,506,440,357,283,178,01/03/2024
000106,20240104,P,89,58,62,53,104,188,336,507,731,990,1267,1312,1239,1522,1585,1771,1714,1487,816,554,382,239,173,101,01/04/2024
000106,20240104,S,133,92,90,78,132,237,451,1193,1614,1791,1279,1380,1227,1151,1332,1262,1158,973,1000,662,597,373,258,174,01/04/2024
000106,20240105,P,93,48,56,52,96,169,309,572,791,1024,1547,1531,1580,1815,1988,1863,1718,1665,1026,607,469,258,199,126,01/05/2024
000106,20240105,S,107,105,91,79,116,221,540,1444,1778,1827,1519,1333,1360,1364,1486,1649,1722,1406,1020,1241,761,526,366,203,01/05/2024
000106,20240106,P,82,45,69,59,134,201,406,638,859,1228,1685,1972,1985,2135,2467,2045,1972,1811,1596,844,524,356,194,120,01/06/2024
000106,20240106,S,134,87,96,64,114,333,1338,1329,1436,1734,1833,1938,1662,1363,1373,1309,1308,910,747,550,417,353,253,144,01/06/2024
000106,20240107,P,83,63,87,77,168,243,444,595,1045,1652,2645,2504,2442,2466,2446,2233,2071,1405,1055,724,500,256,173,82,01/07/2024
000106,20240107,S,107,69,58,49,84,173,1037,1593,1817,1345,1065,1156,1203,1133,1235,1263,1021,757,660,462,342,352,223,116,01/07/2024
000106,20240108,P,60,35,35,66,82,199,385,615,713,853,1091,971,1250,1224,1352,1400,1357,948,577,373,281,195,122,68,01/08/2024
000106,20240108,S,86,76,60,59,78,169,318,669,994,1215,1239,1014,801,823,885,841,752,557,427,336,315,205,184,242,01/08/2024
000106,20240109,P,60,55,38,56,86,138,313,397,640,764,933,915,980,1258,1359,1405,1197,840,564,328,236,210,116,112,01/09/2024
000106,20240109,S,101,74,77,46,117,227,423,980,1171,1275,1150,964,860,793,882,863,808,627,504,439,342,298,204,123,01/09/2024
000106,20240110,P,44,45,19,101,73,140,204,362,556,633,830,865,925,1154,1369,1258,1235,762,675,403,250,227,144,100,01/10/2024
