COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000106,20160101,P,65,71,64,69,98,168,328,435,672,940,1412,1716,1777,1882,2015,2173,1764,2014,1132,1070,624,391,240,152,01/01/2016
000106,20160101,S,115,118,99,90,84,108,436,1440,1684,1465,1523,1583,1605,1594,1529,1575,1316,998,753,607,432,326,266,201,01/01/2016
000106,20160102,P,102,74,78,108,183,372,694,933,1277,1741,2403,2762,2647,2259,2491,1831,1619,2200,2196,2151,1186,714,360,269,01/02/2016
000106,20160102,S,142,106,77,77,139,233,854,1631,1603,1478,1820,1942,1960,1360,1395,1298,1221,912,687,549,476,332,291,205,01/02/2016
000106,20160103,P,156,113,120,112,161,228,438,817,1336,2437,2977,2858,2242,1813,1717,1752,1615,1364,1328,1201,815,548,260,148,01/03/2016
000106,20160103,S,155,126,88,63,74,154,458,1416,1437,1267,1255,1382,1407,1339,1335,1357,1151,849,695,804,722,373,257,169,01/03/2016
000106,20160104,P,120,73,73,66,124,246,480,717,886,982,1299,1230,1219,1319,1675,1745,1812,1396,750,528,383,233,152,107,01/04/2016
000106,20160104,S,141,89,97,95,129,280,451,957,1556,1672,1488,1299,1035,1058,1052,1016,914,682,624,492,394,334,279,222,01/04/2016
000106,20160105,P,63,67,50,44,59,130,237,448,515,787,855,947,918,1044,1391,1414,1394,1147,717,483,330,234,150,125,01/05/2016
000106,20160105,S,123,85,82,77,117,172,383,873,1316,1351,1027,885,763,781,782,814,839,623,525,508,435,345,271,178,01/05/2016
000106,20160106,P,60,54,53,75,63,157,246,402,533,768,886,836,882,989,1221,1318,1236,1012,660,450,301,240,147,102,01/06/2016
000106,20160106,S,127,106,98,58,103,202,372,778,1209,1293,1054,916,848,759,829,933,884,695,631,593,408,381,311,240,01/06/2016
000106,20160107,P,73,60,41,47,56,112,209,383,530,716,799,726,741,1027,1005,1376,1286,1057,603,470,330,221,137,103,01/07/2016
000106,20160107,S,179,113,89,97,112,167,326,814,1236,1270,1051,894,834,854,923,1006,948,825,745,698,526,453,335,230,01/07/2016
000106,20160108,P,79,50,41,49,74,148,276,416,594,867,1093,1082,979,1070,1338,1513,1522,1159,865,549,339,250,155,95,01/08/2016
000106,20160108,S,144,124,110,67,57,106,228,651,1062,1537,1279,1219,1151,1149,1199,1523,2018,2089,1889,1662,1460,1004,548,375,01/08/2016
000106,20160109,P,65,55,43,52,89,134,328,636,660,862,1352,1598,1494,1663,1902,1634,1757,1576,1800,967,685,396,195,117,01/09/2016
000106,20160109,S,218,111,89,75,110,145,1149,1944,1516,1775,1731,1805,1560,1151,1168,1196,1190,974,605,693,441,358,263,202,01/09/2016
000106,20160110,P,90,56,55,66,87,156,295,596,885,1600,2434,2561,2191,2333,2246,2184,974,2204,1588,1567,933,449,204,121,01/10/2016
000106,20160110,S,104,78,47,49,73,112,609,1462,1585,1281,964,1061,939,902,990,996,933,823,635,532,412,270,195,147,01/10/2016
000106,20160111,P,74,43,46,56,98,242,587,749,765,856,998,1043,938,1120,1296,1320,1346,919,578,373,264,185,136,91,01/11/2016
000106,20160111,S,103,114,67,70,123,248,412,690,1285,1264,1008,820,744,759,772,787,747,572,493,440,351,262,216,177,01/11/2016
000106,20160112,P,54,41,28,50,70,119,225,447,553,701,789,855,820,807,851,807,1756,908,710,417,269,206,138,109,01/12/2016
000106,20160112,S,114,101,65,73,94,193,313,792,1141,1237,946,782,658,679,780,738,704,613,490,469,381,280,265,170,01/12/2016
000106,20160113,P,63,65,50,51,68,124,262,442,537,731,840,862,909,1013,1237,1378,1338,945,701,462,319,243,160,94,01/13/2016
000106,20160113,S,114,107,89,75,112,194,341,856,1267,1338,1138,914,800,806,802,924,806,774,626,508,460,484,377,280,01/13/2016
000106,20160114,P,86,56,51,71,84,138,257,383,573,726,767,807,907,1052,1201,1290,1218,900,648,496,379,239,148,120,01/14/2016
000106,20160114,S,175,141,87,87,115,190,388,829,1123,1239,1262,1066,1021,1005,1123,1063,1060,1236,975,926,861,720,602,445,01/14/2016
000106,20160115,P,101,74,44,54,83,123,200,370,602,743,905,1076,1164,1304,1534,1660,1685,1218,810,601,347,270,193,120,01/15/2016
000106,20160115,S,285,158,134,85,102,174,409,1281,1646,1692,1569,1395,1375,1482,1764,1953,2131,2009,2150,2039,2063,1401,842,607,01/15/2016
000106,20160116,P,83,64,45,51,63,107,213,376,558,827,1052,1097,1375,1848,1956,1942,1764,1644,1143,872,606,322,226,143,01/16/2016
000106,20160116,S,359,220,121,116,116,256,1183,1799,1705,1843,1673,1714,2008,1517,1489,1443,1294,1029,854,717,567,445,325,259,01/16/2016
000106,20160117,P,102,73,50,54,61,123,218,433,799,1399,2027,1992,1727,1717,1600,1427,1687,1490,1598,1770,746,1303,265,78,01/17/2016
000106,20160117,S,130,88,83,58,76,90,737,1635,1718,1483,1738,1419,1296,995,884,802,816,644,572,869,639,401,251,159,01/17/2016
000106,20160118,P,80,112,80,97,136,305,782,1104,1367,1860,2499,2580,2270,2283,2329,1965,1345,2161,1926,1234,730,345,150,97,01/18/2016
000106,20160118,S,112,89,75,87,123,285,685,1452,1560,1583,1803,1688,1082,943,908,802,814,637,481,422,336,300,215,172,01/18/2016
